"Water Control Zone","River","Station","Dates","Sample No","5-Day Biochemical Oxygen Demand (mg/L)","Aluminium (μg/L)","Ammonia-Nitrogen (mg/L)","Anionic Surfactants (as Manoxol OT) (mg/L)","Antimony (μg/L)","Arsenic (μg/L)","Barium (μg/L)","Beryllium (μg/L)","Boron (μg/L)","Cadmium (μg/L)","Chemical Oxygen Demand (mg/L)","Chloride (mg/L)","Chlorophyll-a (μg/L)","Chromium (μg/L)","Conductivity (μS/cm)","Copper (μg/L)","Cyanide (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (counts/100mL)","Faecal Coliforms (counts/100mL)","Flow (m³/s)","Fluoride (mg/L)","Free Hydrogen Sulphide (mg/L)","Iron (μg/L)","Lead (μg/L)","Manganese (μg/L)","Mercury (μg/L)","Molybdenum (μg/L)","Nickel (μg/L)","Nitrate-Nitrogen (mg/L)","Nitrite-Nitrogen (mg/L)","Oil and Grease (mg/L)","Orthophosphate Phosphorus (mg/L)","pH","Phaeopigment (μg/L)","Salinity (ppt)","Silica (as SiO₂) (mg/L)","Silver (μg/L)","Sulphide (mg/L)","Suspended solids (mg/L)","Thallium (μg/L)","Total Kjeldahl Nitrogen (mg/L)","Total Organic Carbon (mg/L)","Total Phosphorus (mg/L)","Total Solids (mg/L)","Total Volatile Solids (mg/L)","Turbidity (NTU)","Vanadium (μg/L)","Water Temperature (°C)","Zinc (μg/L)"
"Victoria Harbour","Kai Tak River","KN1","2012-06-08","1","4.3","<50","1.2","0.13","<1","1","25","<1","970","<0.1","28","5000","4.1","1","16397","7","<0.01","73","5.3","190000","270000","null","0.6","<0.01","60","<1","70","<1","4","8","4.9","0.12","<0.5","1.4","7.4","0.8","8.7","9.2","<1","0.02","4","<1","2.3","5","1.7","11000","2000","8","<2","29.5","30"
"Victoria Harbour","Kai Tak River","KN1","2012-07-04","1","7.3","70","2.3","0.18","<1","1","27","<1","1100","<0.1","31","5900","1.1","2","18507","5","<0.01","77","5.5","700000","1300000","null","0.7","<0.01","120","<1","110","<1","5","7","3","1.2","<0.5","1.5","7.1","0.7","9.9","9.8","<1","0.03","4.5","<1","3.4","6","1.8","12000","2300","10.5","<2","29.9","30"
"Victoria Harbour","Kai Tak River","KN1","2012-08-15","1","2.8","110","0.49","0.1","<1","1","20","<1","960","<0.1","27","4600","1.5","2","15310","12","<0.01","88","6.4","140000","550000","null","0.7","<0.01","230","<1","120","<1","4","7","6.2","0.28","<0.5","1.4","7.3","1.8","8","9.3","<1","<0.02","6.4","<1","1.5","6","1.6","10000","1800","10.5","<2","30.2","30"
"Victoria Harbour","Kai Tak River","KN1","2012-09-03","1","6.4","<50","2.2","0.12","<1","1","26","<1","1100","0.1","39","5700","2.1","2","10358","5","<0.01","88","6.4","530000","880000","null","0.7","<0.01","80","<1","100","<1","4","7","4.7","0.12","<0.5","1.4","7.4","0.5","5.2","9.6","<1","0.03","7.7","<1","3.4","7","1.6","12000","1900","6.6","<2","30.5","20"
"Victoria Harbour","Kai Tak River","KN1","2012-10-19","1","1.8","<50","0.67","0.12","<1","1","33","<1","1300","<0.1","20","6400","1.7","1","19448","3","<0.01","78","5.8","99000","230000","null","0.7","<0.01","110","<1","100","<1","4","6","4.7","0.27","<0.5","2.1","7.1","0.6","11","9.3","<1","<0.02","2.8","<1","1.5","4","2.3","13000","2300","3.4","<2","27.5","20"
"Victoria Harbour","Kai Tak River","KN1","2012-11-21","1","3.7","<50","0.73","0.16","<1","1","25","<1","1000","<0.1","27","6200","1.5","<1","16962","4","<0.01","78","6","95000","200000","null","0.7","<0.01","80","<1","140","<1","4","6","4.6","0.51","<0.5","1.9","7.1","0.8","9.8","7.6","<1","0.05","4.5","<1","1.4","5","2","13000","2000","8.3","<2","25.6","30"
"Victoria Harbour","Kai Tak River","KN1","2012-12-12","1","2.8","60","0.61","0.09","<1","1","23","<1","1100","<0.1","24","6800","0.6","<1","18976","4","<0.01","90","7.2","40000","73000","null","0.7","<0.01","90","1","100","<1","4","5","6.7","0.27","0.6","1.7","7.3","0.8","11.7","6.8","<1","<0.02","2.2","<1","2.1","5","2.1","14000","1900","4","<2","23.3","30"
"Victoria Harbour","Kai Tak River","KN2","2012-01-26","1","2.7","<50","1.2","0.15","<1","1","23","<1","1300","0.4","31","6200","","1","16097","6","<0.01","91","8","16000","22000","null","0.7","<0.01","<50","<1","100","<1","4","7","10","1.2","<0.5","1.7","7.3","","11","7.5","<1","<0.02","1.6","<1","2.1","6","1.9","13000","2300","1.7","<2","18.3","30"
"Victoria Harbour","Kai Tak River","KN2","2012-02-15","1","1.4","90","0.18","0.17","<1","1","26","<1","1300","0.2","33","5600","1.3","2","16205","7","<0.01","99","8.1","4700","7800","null","0.7","<0.01","160","1","100","<1","4","10","8.9","0.15","0.6","1.5","7.4","0.6","10","7.9","<1","<0.02","8.9","<1","1.2","6","1.6","12000","1800","5.8","<2","22.6","20"
"Victoria Harbour","Kai Tak River","KN2","2012-03-05","1","7.5","<50","5.1","0.18","<1","<1","25","<1","1100","0.4","31","5600","","2","15756","10","<0.01","92","7.5","6200","11000","null","0.7","<0.01","130","<1","90","<1","4","8","4.4","0.65","<0.5","1.4","7.3","","9.7","8.3","<1","<0.02","5.2","<1","6","6","1.5","12000","2100","4.2","<2","22.5","30"
"Victoria Harbour","Kai Tak River","KN2","2012-04-18","1","5.1","60","0.67","0.07","<1","1","26","<1","1200","0.2","21","4800","1.1","2","15247","11","<0.01","97","7.5","17000","27000","null","0.7","<0.01","130","<1","100","<1","4","10","6.4","0.29","<0.5","1.7","7.2","0.3","8.7","9.5","<1","<0.02","3.8","<1","1.4","7","1.7","10000","1800","2.1","<2","26.1","30"
"Victoria Harbour","Kai Tak River","KN2","2012-05-04","1","1.4","50","0.21","0.14","<1","2","31","<1","880","1.1","28","4400","","1","14287","5","<0.01","96","7.1","12000","110000","null","0.6","<0.01","130","<1","110","<1","6","9","5.3","0.098","<0.5","1.7","7.2","","7.7","8.7","<1","<0.02","4.5","<1","1","5","1.8","9700","1700","1.9","<2","28.4","30"
"Victoria Harbour","Kai Tak River","KN2","2012-06-08","1","1.1","70","0.23","0.09","<1","1","27","<1","1100","<0.1","21","5500","3.1","2","18383","7","<0.01","97","7","5400","11000","null","0.7","<0.01","100","<1","70","<1","5","8","5.1","0.07","<0.5","1.4","7.4","1.5","9.8","8.3","<1","<0.02","6","<1","0.86","4","1.7","13000","2600","5.9","<2","30","30"
"Victoria Harbour","Kai Tak River","KN2","2012-07-04","1","3.9","120","1.1","0.1","<1","1","24","<1","1300","<0.1","16","6100","","2","19967","7","<0.01","96","6.8","4200","12000","null","0.7","<0.01","200","<1","120","<1","4","7","4.1","1.2","<0.5","1.7","7.4","","10.6","9.5","<1","<0.02","6.3","<1","2.1","6","1.9","13000","2100","4.5","<2","30.5","20"
"Victoria Harbour","Kai Tak River","KN2","2012-08-15","1","2.3","90","0.32","0.09","<1","1","22","<1","880","<0.1","33","4100","1.8","1","14160","11","<0.01","97","7","110000","310000","null","0.7","<0.01","260","<1","110","<1","4","6","5.9","0.18","<0.5","1.5","7.5","1.7","7.3","9.3","<1","0.03","5.3","<1","1.3","6","1.7","8800","1400","3.5","<2","30.6","30"
"Victoria Harbour","Kai Tak River","KN2","2012-09-03","1","1.8","<50","0.17","0.1","<1","<1","25","<1","1100","0.2","30","5900","","2","19736","8","<0.01","100","7","35000","67000","null","0.7","<0.01","120","<1","90","<1","4","8","6.1","0.083","<0.5","1.7","7.6","","10.4","8.4","<1","<0.02","4.8","<1","0.92","5","1.8","13000","2100","1.2","<2","31","30"
"Victoria Harbour","Kai Tak River","KN2","2012-10-19","1","1.8","60","0.29","0.14","<1","1","29","<1","1300","<0.1","24","6200","1.4","1","19628","5","<0.01","99","7.3","3600","8500","null","0.7","<0.01","130","<1","90","<1","4","5","4.7","0.16","<0.5","2","7.5","1.1","10.9","8.9","<1","<0.02","8.4","<1","0.98","4","2.3","13000","2300","4.3","<2","28.2","30"
"Victoria Harbour","Kai Tak River","KN2","2012-11-21","1","4.5","<50","0.38","0.19","<1","1","28","<1","1100","<0.1","28","6100","","<1","9703","6","<0.01","89","7","82000","130000","null","0.7","<0.01","150","<1","140","<1","4","6","4.8","0.27","<0.5","1.5","7.3","","5.3","7.5","<1","<0.02","7.4","<1","1.1","5","1.7","12000","2000","6.4","<2","26.1","20"
"Victoria Harbour","Kai Tak River","KN2","2012-12-12","1","2.7","70","0.39","0.1","<1","1","23","<1","1000","<0.1","26","6100","1","<1","17233","4","<0.01","100","8","41000","65000","null","0.7","<0.01","80","<1","90","<1","4","5","6.5","0.24","<0.5","1.8","7.4","0.4","10.5","6.9","<1","<0.02","3.1","<1","1.5","5","1.9","12000","1900","3","<2","23.6","30"
"Victoria Harbour","Kai Tak River","KN3","2012-01-26","1","4","<50","1","0.18","<1","1","22","<1","1200","0.3","30","5900","","1","15665","7","<0.01","93","8.1","4100","6000","null","0.7","<0.01","<50","<1","100","<1","4","7","11","1.2","<0.5","1.7","7.3","","10.6","7.5","<1","<0.02","2.3","<1","2","5","1.9","13000","2300","1.7","<2","18.7","30"
"Victoria Harbour","Kai Tak River","KN3","2012-02-15","1","1.8","<50","0.16","0.16","<1","1","28","<1","1300","0.1","33","5700","1.8","2","16249","8","<0.01","102","8.3","2900","5000","null","0.7","<0.01","160","<1","100","<1","4","9","9.2","0.12","0.6","1.5","7.4","1.3","10","7.7","<1","<0.02","5.2","<1","1.3","6","1.6","12000","1600","2.2","<2","22.7","20"
"Victoria Harbour","Kai Tak River","KN3","2012-03-05","1","9","<50","6.4","0.2","<1","<1","26","<1","1100","0.3","36","5600","","2","15798","9","<0.01","97","8","3500","8500","null","0.7","<0.01","140","<1","90","<1","4","8","4.1","0.53","0.5","1.3","7.3","","9.7","7.9","<1","<0.02","7.8","<1","7.4","6","1.5","12000","1900","4.1","<2","22.6","30"
"Victoria Harbour","Kai Tak River","KN3","2012-04-18","1","6.6","<50","0.58","0.11","<1","2","25","<1","1000","0.3","30","4700","1.3","1","14800","9","<0.01","100","7.7","7100","11000","null","0.7","<0.01","110","<1","90","<1","3","8","6.3","0.28","<0.5","1.7","7.3","0.7","8.4","9.5","<1","<0.02","4.5","<1","1.3","7","1.8","10000","1800","6.4","<2","25.9","30"
"Victoria Harbour","Kai Tak River","KN3","2012-05-04","1","1.5","<50","0.18","0.11","<1","1","28","<1","850","1","28","4500","","1","14623","6","<0.01","99","7.4","4500","12000","null","0.6","<0.01","90","<1","100","<1","6","10","5.5","0.091","<0.5","1.7","7.2","","7.9","9","<1","<0.02","3.6","<1","0.96","5","1.8","9700","1700","0.8","<2","28.6","30"
"Victoria Harbour","Kai Tak River","KN3","2012-06-08","1","1","<50","0.13","0.08","<1","1","25","<1","890","<0.1","24","4700","2.9","1","15734","7","<0.01","108","7.7","8100","15000","null","0.7","<0.01","70","<1","70","<1","4","8","5.3","0.059","<0.5","1.5","7.5","1.7","8.2","8.8","<1","<0.02","3.3","<1","0.92","4","1.9","10000","2100","0.9","<2","30.3","60"
"Victoria Harbour","Kai Tak River","KN3","2012-07-04","1","3.9","60","0.87","0.1","<1","1","24","<1","1100","<0.1","31","5500","","2","18271","7","<0.01","101","7.2","4000","10000","null","0.6","<0.01","180","<1","120","<1","4","7","4.4","1","<0.5","1.8","7.5","","9.6","8.9","<1","<0.02","5.7","<1","1.9","6","2","12000","2000","5.4","<2","30.7","30"
"Victoria Harbour","Kai Tak River","KN3","2012-08-15","1","2.4","100","0.19","0.08","<1","1","22","<1","820","<0.1","23","3900","2.4","1","13361","13","<0.01","105","7.5","32000","64000","null","0.7","<0.01","280","<1","120","<1","4","6","5.8","0.14","<0.5","1.5","7.5","2.6","6.8","9.2","<1","<0.02","6.8","<1","1.1","5","1.8","8300","1400","3.7","<2","30.8","30"
"Victoria Harbour","Kai Tak River","KN3","2012-09-03","1","1.8","90","0.2","0.06","<1","<1","27","<1","1100","0.2","29","5800","","2","19364","8","<0.01","105","7.3","30000","72000","null","0.7","<0.01","140","<1","90","<1","4","8","5.9","0.066","<0.5","1.7","7.6","","10.1","8.3","<1","<0.02","6.1","<1","0.97","5","1.8","12000","1900","1.1","<2","31.1","20"
"Victoria Harbour","Kai Tak River","KN3","2012-10-19","1","2.4","<50","0.31","0.12","<1","1","27","<1","1300","<0.1","20","6200","2","1","19579","5","<0.01","102","7.5","17000","29000","null","0.7","<0.01","140","<1","100","<1","4","6","4.5","0.15","<0.5","2.1","7.5","1.1","10.8","8.9","<1","<0.02","6.8","<1","1.3","4","2.3","13000","2300","2.3","<2","28.4","20"
"Victoria Harbour","Kai Tak River","KN3","2012-11-21","1","3.5","<50","0.26","0.1","<1","1","27","<1","1100","<0.1","13","6100","","<1","10539","5","<0.01","99","7.8","36000","53000","null","0.7","<0.01","130","<1","130","<1","4","6","4.7","0.27","<0.5","1.5","7.3","","5.8","7.5","<1","<0.02","7.4","<1","1.1","4","1.7","12000","1800","3.6","<2","26.1","40"
"Victoria Harbour","Kai Tak River","KN3","2012-12-12","1","3.8","70","0.35","0.12","<1","1","23","<1","1000","<0.1","17","6000","1.4","<1","15790","5","<0.01","100","8","38000","65000","null","0.7","<0.01","110","<1","100","<1","4","6","6.6","0.21","<0.5","1.7","7.3","0.7","9.5","6.9","<1","<0.02","7.5","<1","1.2","5","2","12000","1800","5.4","<2","23.7","30"
"Victoria Harbour","Kai Tak River","KN4","2012-01-26","1","4.4","<50","0.83","0.14","<1","1","23","<1","1200","<0.1","28","6000","","1","15714","6","<0.01","96","8.4","8900","11000","5.79","0.7","<0.01","<50","<1","100","<1","3","7","11","1.1","<0.5","1.8","7.2","","10.6","7.4","<1","<0.02","3.8","<1","1.9","5","1.9","13000","2000","2","<2","18.8","40"
"Victoria Harbour","Kai Tak River","KN4","2012-02-15","1","2","<50","0.13","0.17","<1","<1","28","<1","1300","<0.1","27","5700","1.9","2","16206","8","<0.01","102","8.3","2900","6000","8.89","0.7","<0.01","190","1","130","<1","4","9","9.2","0.088","<0.5","1.5","7.3","1.4","10","7.6","<1","<0.02","4.6","<1","1.2","6","1.6","12000","1500","2.2","<2","22.5","30"
"Victoria Harbour","Kai Tak River","KN4","2012-03-05","1","10","<50","6.4","0.2","<1","1","24","<1","1100","<0.1","33","5600","","1","15822","8","<0.01","96","7.8","4800","8400","8.155","0.7","<0.01","100","<1","80","<1","4","7","3.9","0.52","0.7","1.3","7.2","","9.7","8","<1","<0.02","7.3","<1","7.7","6","1.5","12000","2100","2.9","<2","22.7","20"
"Victoria Harbour","Kai Tak River","KN4","2012-04-18","1","6.9","<50","0.56","0.07","<1","1","23","<1","980","<0.1","21","4800","1.5","1","14802","9","<0.01","98","7.6","3200","7800","5.4","0.7","<0.01","100","<1","90","<1","3","9","6.4","0.3","<0.5","1.8","7.4","0.6","8.4","9.5","<1","<0.02","3.9","<1","1.3","7","1.8","10000","1700","1.4","<2","25.8","30"
"Victoria Harbour","Kai Tak River","KN4","2012-05-04","1","1.6","<50","0.18","0.13","<1","1","28","<1","890","<0.1","29","4500","","1","14823","6","<0.01","99","7.3","5200","13000","9.17","0.6","<0.01","80","<1","90","<1","6","9","5.4","0.081","<0.5","1.7","7.2","","8","9","<1","<0.02","3.6","<1","1","5","1.8","9900","1800","0.8","<2","28.7","30"
"Victoria Harbour","Kai Tak River","KN4","2012-06-08","1","1.1","60","0.12","0.16","<1","1","26","<1","920","<0.1","30","4700","2.9","1","15808","8","<0.01","108","7.8","5000","11000","4.11","0.7","<0.01","90","1","80","<1","4","8","5.4","0.05","<0.5","1.7","7.5","1.6","8.3","8.6","<1","<0.02","3.3","<1","0.97","12","1.9","10000","1900","0.8","<2","30.3","30"
"Victoria Harbour","Kai Tak River","KN4","2012-07-04","1","3.9","<50","0.74","0.16","<1","1","23","<1","1100","<0.1","31","5500","","2","18289","18","<0.01","103","7.3","5600","12000","6.23","0.7","<0.01","170","1","140","<1","4","7","4.5","0.92","<0.5","1.8","7.5","","9.6","8.9","<1","<0.02","9.1","<1","1.7","6","2","11000","1900","1.9","<2","30.7","30"
"Victoria Harbour","Kai Tak River","KN4","2012-08-15","1","2.1","<50","0.14","0.07","<1","1","22","<1","810","<0.1","27","3900","2.2","1","13488","45","<0.01","106","7.6","10000","26000","8.68","0.7","<0.01","240","3","110","<1","3","6","6.3","0.13","<0.5","1.6","7.6","1.8","6.9","9.3","<1","<0.02","6","<1","1.1","6","1.8","8300","1400","3","<2","30.9","30"
"Victoria Harbour","Kai Tak River","KN4","2012-09-03","1","1.8","140","0.14","0.08","<1","1","27","<1","1100","0.2","27","5800","","2","19553","9","<0.01","101","7.1","7000","19000","7.02","0.7","<0.01","140","<1","110","<1","4","8","5.8","0.059","<0.5","1.6","7.6","","10.2","8.5","<1","<0.02","6.9","<1","0.84","5","1.8","12000","2100","3.4","<2","31.3","30"
"Victoria Harbour","Kai Tak River","KN4","2012-10-19","1","2.4","<50","0.29","0.07","<1","1","28","<1","1300","<0.1","24","6100","2.3","1","19953","5","<0.01","104","7.6","4600","9600","8.96","0.7","<0.01","150","<1","110","<1","4","5","4.5","0.13","<0.5","2.1","7.4","1.4","11","8.7","<1","<0.02","7","<1","1.2","4","2.2","13000","2200","2.1","<2","28.5","30"
"Victoria Harbour","Kai Tak River","KN4","2012-11-21","1","2.7","<50","0.21","0.11","<1","1","26","<1","1100","<0.1","25","6100","","<1","10843","6","<0.01","97","7.6","4800","9000","8.33","0.7","<0.01","130","<1","130","<1","4","6","4.9","0.23","<0.5","1.5","7.3","","6","7.5","<1","<0.02","6.8","<1","0.94","4","1.6","12000","2000","8.2","<2","26.2","30"
"Victoria Harbour","Kai Tak River","KN4","2012-12-12","1","2.6","50","0.24","0.1","<1","1","24","<1","980","<0.1","20","6000","1.5","<1","10631","6","<0.01","101","8.3","6700","18000","4.05","0.7","<0.01","110","<1","100","<1","4","6","6.5","0.2","<0.5","1.6","7.3","0.3","6.2","7.1","<1","<0.02","5.3","<1","1.3","7","2","12000","1900","2.6","<2","23.7","30"
"Victoria Harbour","Kai Tak River","KN5","2012-01-26","1","4.7","<50","0.75","0.16","<1","1","23","<1","1200","<0.1","31","5900","","1","15726","5","<0.01","99","8.7","5600","7200","4.56","0.7","<0.01","90","<1","120","<1","4","7","11","0.91","<0.5","1.9","7.3","","10.6","7.1","<1","<0.02","3.4","<1","1.6","5","2","13000","2300","2.1","<2","18.9","40"
"Victoria Harbour","Kai Tak River","KN5","2012-02-15","1","2.1","<50","0.13","0.15","<1","1","26","<1","1300","<0.1","35","5700","2.4","2","16152","9","<0.01","100","8.2","2500","4000","6.255","0.7","<0.01","170","<1","120","<1","4","10","8.8","0.11","<0.5","1.5","7.4","1.2","10","7.8","<1","<0.02","5.2","<1","1.2","6","1.6","12000","1700","1.3","<2","22.6","30"
"Victoria Harbour","Kai Tak River","KN5","2012-03-05","1","8.6","<50","6.8","0.21","<1","<1","24","<1","1100","<0.1","33","5600","","2","15961","9","<0.01","101","8.2","2800","4600","6.285","0.7","<0.01","120","<1","90","<1","4","8","3.4","0.41","<0.5","1.1","7.2","","9.8","8","<1","<0.02","6.8","<1","8","6","1.4","12000","2000","2.4","<2","22.9","20"
"Victoria Harbour","Kai Tak River","KN5","2012-04-18","1","5.3","<50","0.59","0.08","<1","1","24","<1","930","<0.1","14","4700","1.9","1","14729","7","<0.01","100","7.8","2400","5100","5.68","0.7","<0.01","70","<1","80","<1","3","7","6.3","0.28","<0.5","1.7","7.3","0.9","8.4","9.2","<1","<0.02","4.6","<1","1.3","6","1.8","10000","2000","2.3","<2","26","20"
"Victoria Harbour","Kai Tak River","KN5","2012-05-04","1","1.9","<50","0.16","0.14","<1","1","27","<1","910","<0.1","25","4600","","1","14876","6","<0.01","103","7.6","8200","12000","6.02","0.6","<0.01","90","<1","100","<1","5","9","5.5","0.069","<0.5","1.7","7.2","","8","8.9","<1","<0.02","3.3","<1","0.8","5","1.8","10000","1900","0.4","<2","28.7","30"
"Victoria Harbour","Kai Tak River","KN5","2012-06-08","1","0.5","<50","0.11","0.07","<1","1","27","<1","920","<0.1","26","4700","2.1","1","15677","7","<0.01","104","7.5","8300","12000","5.335","0.7","<0.01","150","<1","80","<1","4","8","5.5","0.044","<0.5","1.7","7.5","1.5","8.2","8.8","<1","<0.02","2.7","<1","0.89","5","1.9","10000","2000","0.5","<2","30.2","40"
"Victoria Harbour","Kai Tak River","KN5","2012-07-04","1","3.8","70","0.77","0.1","<1","1","24","<1","1100","<0.1","36","5500","","2","18383","7","<0.01","101","7.2","6000","13000","5.65","0.7","<0.01","160","<1","130","<1","3","7","4.5","0.97","<0.5","1.8","7.4","","9.6","9","<1","<0.02","7.3","<1","1.8","6","1.9","12000","2100","1.3","<2","30.8","30"
"Victoria Harbour","Kai Tak River","KN5","2012-08-15","1","1.4","<50","0.12","0.1","<1","1","21","<1","810","<0.1","22","3900","2.4","1","13527","11","<0.01","100","7.2","8200","12000","7.76","0.7","<0.01","200","<1","90","<1","3","6","6.3","0.11","<0.5","1.7","7.5","1.8","6.9","9.2","<1","<0.02","7.1","<1","1","5","1.8","8000","1300","2.9","<2","30.8","30"
"Victoria Harbour","Kai Tak River","KN5","2012-09-03","1","1.9","<50","0.13","0.07","<1","1","26","<1","1100","0.1","26","5900","","2","19820","8","<0.01","106","7.4","2500","3600","3.72","0.7","<0.01","120","<1","120","<1","4","8","5.6","0.059","<0.5","1.6","7.6","","10.3","8.4","<1","<0.02","4.8","<1","1.1","5","1.8","12000","2100","0.6","<2","31.4","20"
"Victoria Harbour","Kai Tak River","KN5","2012-10-19","1","2.3","<50","0.26","0.12","<1","1","29","<1","1300","<0.1","20","6200","2.2","1","19949","5","<0.01","101","7.4","6400","13000","6.045","0.7","<0.01","130","<1","110","<1","3","7","4.2","0.12","<0.5","1.9","7.4","0.6","11","10","<1","<0.02","5.7","<1","1.1","4","2.2","13000","2300","2.5","<2","28.5","20"
"Victoria Harbour","Kai Tak River","KN5","2012-11-21","1","2.6","<50","0.18","0.13","<1","1","29","<1","1100","<0.1","22","6200","","<1","17394","5","<0.01","96","7.3","2500","3500","7.38","0.7","<0.01","100","<1","120","<1","4","6","5","0.22","<0.5","1.4","7.2","","10","7.6","<1","<0.02","5.1","<1","0.95","5","1.6","12000","2100","1.2","<2","26.3","30"
"Victoria Harbour","Kai Tak River","KN5","2012-12-12","1","2.3","80","0.25","0.08","<1","<1","23","<1","1000","<0.1","17","6100","1.6","<1","17705","6","<0.01","103","8.2","5500","12000","4.04","0.7","<0.01","80","<1","100","<1","4","6","6.2","0.18","<0.5","1.6","7.2","0.6","10.7","7","<1","<0.02","3.8","<1","0.82","6","1.8","12000","1500","2","<2","23.9","30"
"Victoria Harbour","Kai Tak River","KN7","2012-01-26","1","4.3","50","0.67","0.15","<1","1","21","<1","1200","<0.1","33","6100","","1","15757","5","<0.01","98","8.6","2900","3300","1.632","0.7","<0.01","50","<1","110","<1","4","7","11","0.77","<0.5","1.7","7.1","","10.6","7.1","<1","<0.02","3.6","<1","1.7","6","2.1","13000","2200","1.8","<2","18.7","40"
"Victoria Harbour","Kai Tak River","KN7","2012-02-15","1","2.5","<50","0.12","0.06","<1","1","26","<1","1300","<0.1","30","5700","2.5","2","16207","9","<0.01","100","8.2","4600","6500","1.656","0.7","<0.01","170","<1","110","<1","4","10","8.5","0.12","<0.5","1.4","7.4","0.9","10","7.9","<1","<0.02","5.5","<1","1.2","6","1.6","11000","1600","2.4","<2","22.7","30"
"Victoria Harbour","Kai Tak River","KN7","2012-03-05","1","9.6","<50","6.3","0.26","<1","<1","26","<1","1100","<0.1","36","5600","","2","15932","11","<0.01","98","8","2500","3500","1.596","0.7","<0.01","120","<1","80","<1","4","8","3.5","0.47","1","1.1","7.1","","9.7","8.3","<1","<0.02","5.1","<1","7.7","6","1.4","12000","2000","2.3","<2","22.9","20"
"Victoria Harbour","Kai Tak River","KN7","2012-04-18","1","5.5","<50","0.49","<0.05","<1","<1","23","<1","<960","<0.1","16","4700","1.1","<2","14890","10","<0.01","100","7.8","3200","5400","2.25","0.7","<0.01","60","<1","90","<1","<4","<8","6.2","0.23","<0.5","1.6","7.4","0.2","8.5","8.9","<1","<0.02","3.4","<1","1.2","7","1.7","10000","1600","0.8","<2","25.9","20"
